Customer_ID,Age,Gender,City,Employment_Type,Annual_Income,Loan_Amount,Loan_Purpose,Credit_Score,Loan_Tenure_Years,EMI_Amount,Payment_History,Loan_Status
CUST00311,50,Male,Hyderabad,Freelancer,754399,3731890,Home Loan,565,16,19436.93,Missed,Defaulted
CUST01832,57,Female,Pune,Freelancer,967286,1245344,Personal Loan,405,7,14825.52,Good,Defaulted
CUST00580,40,Female,Kolkata,Business Owner,329350,4613653,Personal Loan,,15,25631.41,Excellent,Defaulted
CUST00426,33,Male,Ahmedabad,Self-Employed,746015,1679753,Home Loan,688,5,27995.88,Excellent,Approved
CUST01915,33,Female,Jaipur,Business Owner,236413,4473471,Business Loan,725,14,26627.8,,Defaulted
CUST01625,59,Female,Chennai,Freelancer,1023759,605839,Education Loan,520,2,25243.29,Missed,Defaulted
CUST00778,43,Female,Mumbai,Self-Employed,295028,1134309,Car Loan,542,11,8593.25,Good,Rejected
CUST01802,47,Male,Pune,Self-Employed,1870357,3792918,Home Loan,776,5,63215.3,Good,Approved
CUST01101,28,Female,Chennai,Freelancer,1765213,4245843,Business Loan,601,17,20812.96,Delayed,Approved
CUST01051,49,Female,Lucknow,Business Owner,1089497,4151599,Education Loan,823,18,19220.37,Good,Rejected
CUST01543,52,Male,Pune,Self-Employed,278077,1079242,Personal Loan,522,4,22484.21,Missed,Defaulted
CUST00584,47,Male,Chennai,Self-Employed,2395004,387283,Personal Loan,778,11,2933.96,Excellent,Approved
CUST01084,48,Male,Lucknow,Business Owner,1153692,4563257,Business Loan,898,1,380271.42,Excellent,Approved
CUST00183,24,Male,Ahmedabad,Business Owner,,4280207,Car Loan,481,12,29723.66,Good,Defaulted
CUST00171,58,Male,Bangalore,Self-Employed,1994291,4765700,Business Loan,844,15,26476.11,Good,Approved
CUST00583,31,Female,Bangalore,Salaried,406487,1973217,Education Loan,777,1,164434.75,Missed,Defaulted
CUST01394,51,Female,Kolkata,Self-Employed,1649991,4764386,Personal Loan,754,19,20896.43,Excellent,Approved
CUST01917,29,Male,Ahmedabad,Salaried,764430,4549367,Education Loan,325,13,29162.61,Good,Defaulted
CUST01684,38,Female,Kolkata,Business Owner,2282963,1347776,Car Loan,348,17,6606.75,Excellent,Defaulted
CUST00882,23,Female,Mumbai,Salaried,2275915,2168219,Business Loan,,2,90342.46,Delayed,Defaulted
CUST00807,35,Female,Mumbai,Business Owner,1321268,1743481,Education Loan,632,4,36322.52,Good,Approved
CUST00273,23,Male,Pune,Freelancer,1751330,1509410,Business Loan,416,2,62892.08,Missed,Defaulted
CUST01581,33,Female,Chennai,Business Owner,2178192,3546716,Business Loan,680,13,22735.36,Good,Approved
CUST00716,36,Female,Chennai,Business Owner,1510875,4185316,Home Loan,392,6,58129.39,Missed,Defaulted
CUST01519,52,Female,Pune,Business Owner,1400114,972426,Home Loan,491,15,5402.37,Good,Defaulted
CUST00372,43,Male,Jaipur,Self-Employed,1719603,1358014,Personal Loan,850,16,7072.99,Good,Approved
CUST00223,41,Female,Mumbai,Self-Employed,1173181,3330931,Education Loan,860,13,21352.12,Excellent,Approved
CUST00746,41,Female,Jaipur,Salaried,1906533,1510235,Business Loan,864,16,7865.81,Missed,Defaulted
CUST00582,48,Male,Lucknow,Freelancer,988768,472641,Personal Loan,672,4,9846.69,Missed,Defaulted
CUST01104,62,Male,Pune,Business Owner,602980,362579,Personal Loan,368,1,30214.92,Excellent,Defaulted
CUST00519,34,Male,Ahmedabad,Self-Employed,2447939,842330,Business Loan,365,5,14038.83,Excellent,Defaulted
CUST00335,44,Male,Chennai,Freelancer,803103,3562305,Home Loan,526,4,74214.69,Excellent,Rejected
CUST01925,35,Female,Jaipur,Self-Employed,973952,2807506,Car Loan,607,4,58489.71,Excellent,Approved
CUST01335,44,Male,Delhi,Freelancer,2220334,1102305,Home Loan,670,2,45929.38,Delayed,Approved
CUST01158,29,Female,Bangalore,Salaried,2290547,266486,Personal Loan,555,4,5551.79,Good,Rejected
CUST01955,32,Male,Chennai,Freelancer,2199482,2880527,Home Loan,491,4,60010.98,Excellent,Defaulted
CUST00016,24,Male,Kolkata,Self-Employed,2434236,257352,Business Loan,605,5,4289.2,Delayed,Approved
CUST00702,49,Male,Pune,Business Owner,1790963,1493401,Personal Loan,601,16,7778.13,Good,Rejected
CUST01860,49,Female,Delhi,Salaried,1271775,1491945,Education Loan,721,1,124328.75,Delayed,Rejected
CUST01872,56,Male,Ahmedabad,Business Owner,2362077,481978,Business Loan,364,9,4462.76,Delayed,Defaulted
CUST01720,27,Female,Bangalore,Freelancer,475049,3663163,Education Loan,315,12,25438.63,Good,Defaulted
CUST01681,43,Female,Mumbai,Self-Employed,1279525,2618101,Car Loan,695,12,18181.26,Delayed,Rejected
CUST00937,22,Female,Pune,Salaried,873218,2922875,Business Loan,346,4,60893.23,Excellent,Defaulted
CUST00466,54,Female,Bangalore,Business Owner,1226630,3347154,Business Loan,418,6,46488.25,Good,Defaulted
CUST01823,46,Male,Bangalore,Freelancer,1216003,4784071,Education Loan,733,19,20982.77,Good,Approved
CUST00200,25,Male,Bangalore,Business Owner,1450956,3448116,Home Loan,554,8,35917.88,Good,Rejected
CUST01232,62,Female,Bangalore,Self-Employed,2299409,365617,Car Loan,525,10,3046.81,Missed,Defaulted
CUST01079,32,Female,Kolkata,Freelancer,1008258,1818693,Education Loan,603,8,18944.72,,Approved
CUST01351,56,Female,Delhi,Business Owner,,1953124,Home Loan,769,18,9042.24,Excellent,Rejected
CUST01327,47,Male,Kolkata,Freelancer,1674585,3838264,Car Loan,706,18,17769.74,Excellent,Rejected
CUST01667,42,Female,Lucknow,Business Owner,852755,2488761,Business Loan,512,4,51849.19,Delayed,Rejected
CUST01353,63,Male,Kolkata,,2286453,3197887,Car Loan,341,5,53298.12,Delayed,Defaulted
CUST01429,50,Female,Delhi,Self-Employed,2495936,478556,Personal Loan,557,4,9969.92,Missed,Defaulted
CUST01442,41,Female,Mumbai,Business Owner,973210,2074611,Personal Loan,556,4,43221.06,Good,Rejected
CUST01360,55,Female,Ahmedabad,Business Owner,,204536,Car Loan,608,3,5681.56,Good,Rejected
CUST00693,35,Female,Bangalore,Salaried,733634,2523006,Personal Loan,498,6,35041.75,Delayed,Defaulted
CUST00589,49,Female,Jaipur,Salaried,1226657,4878022,Business Loan,524,17,23911.87,Delayed,Rejected
CUST00044,47,Male,Chennai,Salaried,2106039,4918923,Business Loan,742,13,31531.56,Delayed,Rejected
CUST00275,37,Female,Mumbai,Self-Employed,663547,1852466,Education Loan,806,8,19296.52,Missed,Defaulted
CUST01122,61,Male,Bangalore,Self-Employed,1290445,4855028,Car Loan,832,5,80917.13,Delayed,Rejected
CUST00102,30,Female,Ahmedabad,Salaried,2180290,3862010,Personal Loan,558,11,29257.65,Excellent,Rejected
CUST01006,52,Male,Ahmedabad,Salaried,986261,2411331,Car Loan,857,16,12559.02,Delayed,Approved
CUST01310,37,Male,Pune,Business Owner,949468,4446208,Personal Loan,559,16,23157.33,Excellent,Rejected
CUST01211,35,Female,Kolkata,Freelancer,867540,1565554,Personal Loan,521,14,9318.77,Delayed,Rejected
CUST00108,45,Male,Delhi,Freelancer,2369392,4882303,Personal Loan,893,14,29061.33,Missed,Defaulted
CUST01805,51,Female,Lucknow,Salaried,1715331,594344,Personal Loan,640,3,16509.56,Delayed,Approved
CUST00498,56,Male,Pune,Self-Employed,939290,2725032,Home Loan,785,10,22708.6,Good,Approved
CUST00232,22,Male,Bangalore,Freelancer,2175154,4030053,Personal Loan,679,1,335837.75,Delayed,Approved
CUST00915,23,Female,Chennai,Salaried,424605,1229580,Education Loan,878,15,6831,Missed,Defaulted
CUST00782,26,Female,Hyderabad,Business Owner,953704,3719021,Car Loan,879,10,30991.84,Good,Rejected
CUST00728,51,Male,Pune,Business Owner,827220,1464474,Personal Loan,840,13,9387.65,Missed,Defaulted
CUST01132,22,Female,Ahmedabad,Self-Employed,387771,1237018,Education Loan,325,9,11453.87,Delayed,Defaulted
CUST01324,46,Male,Ahmedabad,Salaried,377241,2018921,Education Loan,311,4,42060.85,Missed,Defaulted
CUST01778,25,Male,Bangalore,Freelancer,1256600,1101690,Business Loan,686,10,9180.75,Good,Approved
CUST00839,57,Female,Hyderabad,Business Owner,2454736,242458,Car Loan,584,19,1063.41,Delayed,Rejected
CUST00073,42,Female,Lucknow,Business Owner,1788878,4496460,Personal Loan,841,9,41633.89,Good,Approved
CUST00820,46,Female,Bangalore,Freelancer,310155,1120913,Home Loan,606,6,15568.24,Good,Rejected
CUST01240,44,Male,Lucknow,Salaried,1669539,1632701,Personal Loan,614,16,8503.65,Delayed,Approved
CUST01193,33,Male,Bangalore,Freelancer,2433795,2777364,Home Loan,739,16,14465.44,Delayed,Approved
CUST00655,46,Male,Delhi,Business Owner,975158,875963,Education Loan,487,4,18249.23,Missed,Defaulted
CUST00482,31,Male,Pune,Self-Employed,1516189,1124477,Business Loan,878,18,5205.91,Good,Approved
CUST01092,27,Male,Lucknow,Self-Employed,1307229,3279112,Car Loan,655,4,68314.83,Excellent,Rejected
CUST00507,58,Female,Kolkata,Salaried,443306,2994236,Business Loan,355,2,124759.83,Good,Defaulted
CUST01602,50,Male,Bangalore,Self-Employed,1053823,4349376,Education Loan,402,11,32949.82,Excellent,Defaulted
CUST01483,39,Female,Ahmedabad,Freelancer,1574073,4738195,Education Loan,704,16,24678.1,Missed,Defaulted
CUST00276,62,Male,Hyderabad,Salaried,1384446,3871615,Education Loan,845,16,20164.66,Delayed,Approved
CUST00766,24,Male,Kolkata,Business Owner,473146,119518,Personal Loan,515,11,905.44,Good,Rejected
CUST01587,36,Female,Kolkata,Salaried,,3461647,Car Loan,827,1,288470.58,Excellent,Approved
CUST01011,29,Male,Mumbai,Freelancer,330544,4398530,Home Loan,371,17,21561.42,Missed,Defaulted
CUST00312,27,Female,Mumbai,Freelancer,2361088,922834,Business Loan,394,9,8544.76,Excellent,Defaulted
CUST00858,25,Female,Mumbai,Freelancer,2100341,3880415,Home Loan,528,17,19021.64,Delayed,Rejected
CUST00406,46,Female,Pune,Freelancer,684814,1664694,Home Loan,402,10,13872.45,Delayed,Defaulted
CUST00753,64,Female,Kolkata,Business Owner,339544,3103380,Personal Loan,703,14,18472.5,Missed,Defaulted
CUST01207,44,Female,Kolkata,Freelancer,485622,3766434,Home Loan,,10,31386.95,Delayed,Defaulted
CUST00310,51,Female,Bangalore,Self-Employed,1165188,3680623,Personal Loan,677,2,153359.29,Missed,Defaulted
CUST00227,54,Female,Chennai,Business Owner,2261774,3693327,Education Loan,538,9,34197.47,Delayed,Rejected
CUST01733,41,Male,Ahmedabad,Business Owner,244816,2014724,Education Loan,625,7,23984.81,Good,Defaulted
CUST01815,35,Female,Ahmedabad,Freelancer,628745,2495738,Education Loan,854,5,41595.63,Excellent,Approved
CUST01560,43,Male,Pune,Salaried,1521448,1653344,Personal Loan,346,2,68889.33,Delayed,Defaulted
CUST00856,27,Female,Chennai,Business Owner,1542057,2493445,Car Loan,510,18,11543.73,Delayed,Rejected
CUST01048,58,Female,Bangalore,Salaried,790381,3925416,Car Loan,390,17,19242.24,Delayed,Defaulted
CUST00149,23,Male,Hyderabad,Business Owner,2039903,1597419,Car Loan,635,5,26623.65,Excellent,Approved
CUST01798,42,Female,Ahmedabad,Freelancer,1878997,2649098,Education Loan,859,12,18396.51,Excellent,Approved
CUST01081,23,Female,Bangalore,Business Owner,2418820,3912949,Car Loan,622,18,18115.5,Excellent,Rejected
CUST00862,52,Male,Mumbai,Business Owner,1385111,3560043,Personal Loan,840,1,296670.25,Excellent,Approved
CUST00846,62,Female,Mumbai,Business Owner,2130082,4152553,Personal Loan,860,16,21627.88,Missed,Defaulted
CUST01390,50,Female,Kolkata,,950186,115756,Home Loan,894,6,1607.72,Delayed,Approved
CUST00576,25,Female,Chennai,Self-Employed,753343,3654886,Business Loan,351,18,16920.77,Good,Defaulted
CUST00558,28,Male,Pune,Business Owner,1656081,3413244,Car Loan,746,4,71109.25,Delayed,Approved
CUST00722,60,Female,Delhi,Self-Employed,2483520,2608845,Education Loan,,2,108701.88,Excellent,Rejected
CUST01913,29,Male,Ahmedabad,Salaried,1601652,1780841,Personal Loan,853,12,12366.95,Delayed,Approved
CUST01988,49,Male,Bangalore,Salaried,1415358,2862753,Car Loan,867,17,14033.1,Delayed,Approved
CUST01732,32,Male,Lucknow,Salaried,923858,54011,Business Loan,882,15,300.06,Delayed,Approved
CUST01980,23,Female,Bangalore,Business Owner,1349734,4232531,Personal Loan,,8,44088.86,Delayed,Rejected
CUST00994,58,Female,Jaipur,Freelancer,1536092,3847267,Home Loan,405,1,320605.58,Good,Defaulted
CUST00287,38,Male,Bangalore,Salaried,797218,1222304,Car Loan,427,9,11317.63,Delayed,Defaulted
CUST01636,29,Female,Hyderabad,Business Owner,1053392,2945107,Education Loan,403,19,12917.14,Missed,Defaulted
CUST01722,60,Female,Jaipur,Freelancer,2108911,1885068,Car Loan,888,2,78544.5,Missed,Defaulted
CUST00629,33,Male,Mumbai,Business Owner,2476787,4420602,Personal Loan,741,15,24558.9,Excellent,Rejected
CUST00599,46,Female,Jaipur,Salaried,1317862,985783,Personal Loan,600,6,13691.43,Delayed,Rejected
CUST00966,54,Male,Bangalore,Salaried,1427146,4094630,Personal Loan,855,9,37913.24,Good,Approved
CUST01594,50,Male,Lucknow,Freelancer,678108,197032,Car Loan,849,7,2345.62,Good,Approved
CUST01669,51,Male,Bangalore,Freelancer,943088,687509,Business Loan,622,8,7161.55,Good,Approved
CUST01619,41,Female,Kolkata,Freelancer,2162434,3169812,Business Loan,714,13,20319.31,Delayed,Rejected
CUST01076,56,Male,Lucknow,Freelancer,2399391,2436537,Home Loan,494,13,15618.83,Good,Defaulted
CUST01256,49,Male,Hyderabad,Self-Employed,1489467,2567649,Business Loan,526,1,213970.75,Excellent,Rejected
CUST00835,31,Female,Kolkata,Freelancer,1946688,750270,Education Loan,320,13,4809.42,Good,Defaulted
CUST00938,61,Male,Ahmedabad,Salaried,803291,1880288,Home Loan,429,8,19586.33,Good,Defaulted
CUST00783,62,Male,Jaipur,Self-Employed,1451011,551793,Education Loan,598,8,5747.84,Missed,Defaulted
CUST01230,63,Female,Delhi,Freelancer,1371682,2057878,Home Loan,400,1,171489.83,Missed,Defaulted
CUST01853,41,Female,Delhi,Salaried,1771286,203706,Personal Loan,570,17,998.56,Delayed,Rejected
CUST00610,56,Female,Chennai,Business Owner,788158,2942927,Home Loan,752,10,24524.39,Good,Rejected
CUST01432,55,Female,Kolkata,Freelancer,646790,546232,Car Loan,524,15,3034.62,Delayed,Rejected
CUST00825,38,Female,Jaipur,Self-Employed,2284508,3103407,Car Loan,480,1,258617.25,Excellent,Defaulted
CUST01451,59,Female,Kolkata,Business Owner,842762,470993,Car Loan,675,11,3568.13,Delayed,Rejected
CUST01037,34,Female,Ahmedabad,Business Owner,1380788,1852502,Education Loan,796,7,22053.6,Missed,Defaulted
CUST00494,31,Female,Chennai,Self-Employed,2069059,2073615,Car Loan,351,14,12342.95,Excellent,Defaulted
CUST01588,53,Male,Mumbai,Business Owner,758963,2755421,Education Loan,444,11,20874.4,Excellent,Defaulted
CUST00278,54,Male,Kolkata,Self-Employed,1893439,847583,Education Loan,354,13,5433.22,,Defaulted
CUST01886,60,Female,Hyderabad,Salaried,,3261407,Business Loan,585,2,135891.96,Missed,Defaulted
CUST00359,37,Female,Hyderabad,Freelancer,,2488710,Personal Loan,614,19,10915.39,Good,Approved
CUST01673,53,Female,Kolkata,Salaried,1009057,4872778,Personal Loan,619,8,50758.1,Good,Rejected
CUST00237,52,Male,Hyderabad,Business Owner,2320464,1895700,Education Loan,838,16,9873.44,Excellent,Approved
CUST00552,39,Female,Jaipur,Freelancer,1133396,284000,Personal Loan,878,14,1690.48,Missed,Defaulted
CUST01907,64,Male,Delhi,Freelancer,855129,2104048,Home Loan,341,13,13487.49,Delayed,Defaulted
CUST00931,32,Female,Hyderabad,Freelancer,2202348,4484315,Car Loan,770,17,21981.94,Excellent,Approved
CUST00209,32,Male,Delhi,Salaried,1457100,4451207,Business Loan,466,9,41214.88,Excellent,Defaulted
CUST01415,58,Male,Hyderabad,Self-Employed,860327,903159,Home Loan,623,16,4703.95,Missed,Defaulted
CUST01592,55,Male,Pune,Freelancer,892924,456884,Education Loan,803,11,3461.24,Delayed,Rejected
CUST00059,25,Female,Hyderabad,Business Owner,1883505,2328581,Personal Loan,875,13,14926.8,Good,Approved
CUST00632,29,Female,Pune,Self-Employed,1474634,2412854,Personal Loan,320,5,40214.23,Delayed,Defaulted
CUST01616,42,Male,Kolkata,Self-Employed,219477,1978356,Home Loan,691,7,23551.86,Missed,Defaulted
CUST01899,50,Female,Chennai,Salaried,926448,2871058,Business Loan,,10,23925.48,,Rejected
CUST01609,43,Female,Bangalore,,400339,2808566,Business Loan,462,7,33435.31,Excellent,Defaulted
CUST00364,49,Male,Ahmedabad,Salaried,2160208,1980440,Personal Loan,874,2,82518.33,Missed,Defaulted
CUST00506,53,Female,Kolkata,Self-Employed,1295426,4692681,Home Loan,778,15,26070.45,Good,Approved
CUST01493,50,Male,Kolkata,Salaried,2213148,1659425,Home Loan,668,12,11523.78,Good,Approved
CUST01147,50,Female,Jaipur,Business Owner,2450397,2485678,Car Loan,771,8,25892.48,Good,Approved
CUST01709,59,Female,Delhi,,978799,3482338,Education Loan,,7,41456.4,Good,Rejected
CUST01885,50,Female,Pune,,1776317,79813,Personal Loan,381,4,1662.77,Delayed,Defaulted
CUST01647,24,Female,Hyderabad,Salaried,,1170113,Business Loan,717,16,6094.34,Good,Approved
CUST01406,58,Female,Hyderabad,Business Owner,339227,289608,Personal Loan,889,13,1856.46,Excellent,Approved
CUST01007,57,Male,Delhi,Freelancer,250098,1208343,Business Loan,349,6,16782.54,Missed,Defaulted
CUST00119,24,Male,Ahmedabad,Salaried,1760354,80257,Business Loan,628,19,352,Delayed,Approved
CUST01275,54,Female,Chennai,Self-Employed,879447,2493869,Home Loan,383,16,12988.9,Good,Defaulted
CUST00793,51,Male,Delhi,Salaried,775919,556995,Home Loan,614,10,4641.62,Delayed,Rejected
CUST00523,62,Male,Mumbai,Self-Employed,1104098,2836905,Car Loan,833,6,39401.46,Missed,Defaulted
CUST00514,51,Female,Ahmedabad,Business Owner,1011554,4763199,Home Loan,719,16,24808.33,Missed,Defaulted
CUST00082,22,Male,Hyderabad,Business Owner,742015,243839,Personal Loan,463,2,10159.96,Excellent,Defaulted
CUST00939,43,Female,Delhi,Business Owner,907755,1891646,Home Loan,651,17,9272.77,Delayed,Rejected
CUST01042,61,Male,Pune,Self-Employed,2221770,3984053,Business Loan,671,16,20750.28,Good,Approved
CUST00381,60,Female,Bangalore,Freelancer,2421599,3929928,Home Loan,606,3,109164.67,Missed,Defaulted
CUST01822,38,Male,Mumbai,Business Owner,852416,160957,Business Loan,689,16,838.32,Missed,Defaulted
CUST01833,44,Male,Hyderabad,Freelancer,1229933,735328,Education Loan,492,8,7659.67,Delayed,Defaulted
CUST00085,30,Male,Pune,Self-Employed,294018,2977053,Business Loan,,12,20673.98,Excellent,Defaulted
CUST01712,36,Female,Lucknow,Salaried,2381533,4861889,Personal Loan,842,16,25322.34,Delayed,Rejected
CUST01531,35,Female,Bangalore,Self-Employed,2251811,1603091,Education Loan,653,15,8906.06,Delayed,Rejected
CUST00330,24,Male,Kolkata,Self-Employed,2159925,1191452,Education Loan,492,1,99287.67,Good,Defaulted
CUST00007,60,Male,Bangalore,Freelancer,1187471,1855518,Car Loan,511,16,9664.16,Excellent,Rejected
CUST01188,32,Female,Pune,Freelancer,1159131,2480630,Personal Loan,356,18,11484.4,Delayed,Defaulted
CUST01271,55,Female,Delhi,Freelancer,937954,4499797,Car Loan,762,3,124994.36,Excellent,Rejected
CUST01819,23,Female,Jaipur,Freelancer,,2209020,Personal Loan,548,6,30680.83,Good,Rejected
CUST00907,27,Male,Ahmedabad,Self-Employed,2361352,1512603,Personal Loan,397,1,126050.25,Delayed,Defaulted
CUST00452,49,Female,Lucknow,Business Owner,,3992863,Education Loan,657,7,47534.08,Delayed,Approved
CUST00491,46,Female,Bangalore,Business Owner,1133688,2921259,Car Loan,530,19,12812.54,Excellent,Rejected
CUST01512,63,Female,Hyderabad,Salaried,2295013,436213,Business Loan,534,12,3029.26,Good,Rejected
CUST00288,54,Male,Hyderabad,Freelancer,1017052,1693909,Business Loan,704,18,7842.17,Good,Approved
CUST00944,58,Female,Kolkata,Business Owner,919407,2300618,Education Loan,682,4,47929.54,Missed,Defaulted
CUST00376,64,Female,Lucknow,Freelancer,1079903,4991064,Education Loan,687,19,21890.63,,Rejected
CUST01396,60,Male,Kolkata,Self-Employed,1359662,3328262,Business Loan,589,4,69338.79,Excellent,Rejected
CUST01868,41,Male,Pune,Freelancer,1787819,1784635,Business Loan,383,12,12393.3,Good,Defaulted
CUST01757,39,Male,Bangalore,Self-Employed,529231,1482672,Home Loan,897,8,15444.5,Good,Approved
CUST01305,40,Male,Lucknow,,752439,4745995,Business Loan,671,19,20815.77,Missed,Defaulted
CUST01736,27,Female,Jaipur,Business Owner,421552,3239187,Education Loan,623,18,14996.24,Delayed,Defaulted
CUST01953,44,Female,Jaipur,Business Owner,681215,810330,Car Loan,424,15,4501.83,Missed,Defaulted
CUST01467,55,Female,Delhi,Self-Employed,2078006,4247099,Education Loan,601,12,29493.74,Delayed,Approved
CUST01341,36,Female,Bangalore,Salaried,756718,410306,Personal Loan,589,6,5698.69,Missed,Defaulted
CUST01112,34,Male,Mumbai,Freelancer,1586689,2395251,Car Loan,414,9,22178.25,Good,Defaulted
CUST01689,43,Male,Hyderabad,Freelancer,330356,3822088,Personal Loan,533,5,63701.47,Missed,Defaulted
CUST00328,63,Female,Pune,Salaried,292601,3400448,Home Loan,318,14,20240.76,Missed,Defaulted
CUST00443,40,Male,Kolkata,Business Owner,2442168,4874574,Home Loan,762,16,25388.41,Missed,Defaulted
CUST01660,23,Male,Kolkata,Freelancer,714265,673090,Personal Loan,527,9,6232.31,Missed,Defaulted
CUST01103,41,Male,Kolkata,Salaried,888152,4056389,Education Loan,457,8,42254.05,Good,Defaulted
CUST01488,26,Female,Chennai,Business Owner,1602222,4102579,Education Loan,575,4,85470.4,Delayed,Rejected
CUST01461,24,Female,Lucknow,,615842,2802690,Car Loan,451,8,29194.69,Excellent,Defaulted
CUST00178,45,Female,Jaipur,Freelancer,391703,2287300,Personal Loan,885,19,10032.02,Missed,Defaulted
CUST00786,55,Female,Kolkata,Business Owner,1525569,3827341,Education Loan,693,4,79736.27,Delayed,Rejected
CUST01385,39,Male,Lucknow,Self-Employed,1635601,1496395,Education Loan,708,1,124699.58,Good,Rejected
CUST00087,22,Female,Kolkata,Salaried,2198197,3040193,Personal Loan,574,8,31668.68,Delayed,Rejected
CUST01437,26,Male,Bangalore,Salaried,326310,3921240,Business Loan,535,16,20423.12,Delayed,Defaulted
CUST01940,62,Male,Hyderabad,Freelancer,1545592,1381379,Personal Loan,445,1,115114.92,Excellent,Defaulted
CUST00458,56,Male,Mumbai,Business Owner,2401044,2900774,Car Loan,421,9,26859.02,Delayed,Defaulted
CUST01867,58,Male,Ahmedabad,Business Owner,367527,2610272,Education Loan,813,2,108761.33,Missed,Defaulted
CUST00055,25,Male,Kolkata,Self-Employed,275388,2530017,Personal Loan,479,15,14055.65,Excellent,Defaulted
CUST01533,50,Male,Ahmedabad,Self-Employed,1668919,2219068,Personal Loan,738,1,184922.33,Good,Rejected
CUST00644,30,Male,Jaipur,Salaried,2233901,239073,Home Loan,580,9,2213.64,Excellent,Rejected
CUST00678,49,Female,Delhi,Self-Employed,439968,3239189,Personal Loan,556,13,20764.03,Delayed,Defaulted
CUST00222,40,Male,Pune,Business Owner,,328495,Car Loan,514,13,2105.74,Good,Rejected
CUST00114,56,Female,Delhi,Salaried,2290545,1483284,Home Loan,503,4,30901.75,Missed,Defaulted
CUST01161,53,Male,Pune,Self-Employed,1411569,885988,Education Loan,,9,8203.59,,Approved
CUST01337,42,Female,Bangalore,Self-Employed,1234186,3217126,Home Loan,561,14,19149.56,Excellent,Rejected
CUST01030,27,Female,Mumbai,Business Owner,2447175,4904501,Personal Loan,525,17,24041.67,Good,Rejected
CUST00175,36,Male,Pune,Salaried,487313,3835961,Personal Loan,499,8,39957.93,Missed,Defaulted
CUST00808,45,Female,Chennai,Salaried,660796,3111342,Personal Loan,300,17,15251.68,Good,Defaulted
CUST00590,41,Male,Hyderabad,Freelancer,1579904,2547934,Personal Loan,315,4,53081.96,Missed,Defaulted
CUST01987,27,Female,Hyderabad,Self-Employed,1808795,4640723,Business Loan,370,15,25781.79,Delayed,Defaulted
CUST00019,45,Female,Chennai,Freelancer,1452078,848658,Personal Loan,515,10,7072.15,Good,Rejected
CUST00424,51,Male,Delhi,Self-Employed,1182599,2373724,Personal Loan,846,16,12363.15,Missed,Defaulted
CUST01982,24,Female,Mumbai,Freelancer,1312548,1079516,Education Loan,740,14,6425.69,Excellent,Approved
CUST00286,24,Female,Bangalore,Business Owner,2056231,4803292,Home Loan,743,15,26684.96,,Rejected
CUST01615,50,Male,Lucknow,Freelancer,1575607,244152,Home Loan,509,11,1849.64,Excellent,Rejected
CUST00429,47,Male,Hyderabad,Business Owner,1840920,3423307,Business Loan,303,11,25934.14,Missed,Defaulted
CUST01541,38,Female,Lucknow,Business Owner,2196961,2561019,Personal Loan,392,6,35569.71,Missed,Defaulted
CUST01420,45,Female,Ahmedabad,Self-Employed,2009858,1650720,Personal Loan,638,17,8091.76,Good,Approved
CUST00670,34,Female,Pune,Freelancer,1761588,2258578,Education Loan,529,12,15684.57,Missed,Defaulted
CUST00032,36,Male,Mumbai,Business Owner,263646,1005205,Education Loan,,1,83767.08,Good,Approved
CUST01995,58,Female,Ahmedabad,Freelancer,397097,869973,Car Loan,524,16,4531.11,Good,Rejected
CUST00723,59,Male,Delhi,Self-Employed,,1662033,Business Loan,804,10,13850.28,Delayed,Rejected
CUST01166,37,Female,Chennai,Freelancer,1263319,4355665,Home Loan,624,8,45371.51,Good,Rejected
CUST00215,50,Female,Chennai,Salaried,1064645,4300167,Business Loan,745,6,59724.54,Delayed,Rejected
CUST01924,37,Male,Ahmedabad,Freelancer,2348983,3489187,Education Loan,675,16,18172.85,Missed,Defaulted
CUST01272,45,Female,Hyderabad,Freelancer,907173,654111,Personal Loan,840,11,4955.39,Missed,Defaulted
CUST00327,46,Male,Ahmedabad,Self-Employed,1407786,2936569,Education Loan,356,12,20392.84,Missed,Defaulted
CUST00561,63,Female,Ahmedabad,Self-Employed,,4481373,Personal Loan,740,18,20747.1,Excellent,Rejected
CUST01138,31,Female,Pune,Self-Employed,951518,3300428,Personal Loan,670,5,55007.13,Missed,Defaulted
CUST00701,55,Male,Pune,Salaried,1045474,3683646,Personal Loan,357,4,76742.62,Delayed,Defaulted
CUST00775,39,Male,Mumbai,Self-Employed,277175,3537379,Education Loan,783,1,294781.58,Excellent,Defaulted
CUST01976,56,Male,Jaipur,Business Owner,899895,3811090,Business Loan,839,14,22685.06,Good,Rejected
CUST00342,61,Male,Lucknow,Freelancer,1939080,1043978,Personal Loan,408,12,7249.85,Missed,Defaulted
CUST00630,45,Female,Delhi,Freelancer,2454614,2730990,Business Loan,502,1,227582.5,Missed,Defaulted
CUST00148,49,Female,Jaipur,Self-Employed,1864742,3395026,Business Loan,367,8,35364.85,Missed,Defaulted
CUST01223,55,Male,Delhi,,1636457,1945618,Personal Loan,582,7,23162.12,Missed,Defaulted
CUST00361,33,Female,Kolkata,Self-Employed,1868321,3550967,Personal Loan,316,18,16439.66,Good,Defaulted
CUST00084,28,Male,Chennai,Salaried,457681,3097589,Home Loan,,16,16133.28,Excellent,Defaulted
