Movie,Year,Genre,Director,Rating,Budget,Revenue
Movie_397,2021,Comedy,Steven Spielberg,8.3,170000000,569939038
Movie_398,2021,Thriller,James Cameron,7.8,281000000,440843622
Movie_399,2011,Thriller,James Cameron,5.8,74000000,155901843
Movie_400,2025,Action,Quentin Tarantino,5.5,21000000,40633733
Movie_401,2022,Action,Denis Villeneuve,7.2,70000000,207825913
Movie_402,2005,Sci-Fi,James Cameron,7.6,156000000,627621006
Movie_403,2022,Comedy,Zoya Akhtar,6.4,82000000,109700377
Movie_404,2021,Drama,Christopher Nolan,5.9,107000000,460848381
Movie_405,2020,Adventure,Zoya Akhtar,7.4,51000000,163473919
Movie_406,2023,Romance,James Cameron,8.6,201000000,365650502
Movie_407,2006,Horror,Steven Spielberg,9.2,52000000,108727124
Movie_408,2019,Thriller,Christopher Nolan,5.7,222000000,656198664
Movie_409,2006,Adventure,Christopher Nolan,8.2,147000000,238835032
Movie_410,2010,Comedy,Martin Scorsese,5.5,253000000,486671617
Movie_411,2024,Horror,S.S. Rajamouli,9.7,54000000,91736985
Movie_412,2017,Sci-Fi,Quentin Tarantino,6.8,268000000,236638116
Movie_413,2012,Drama,James Cameron,6.2,214000000,318912489
Movie_414,2014,Thriller,Rajkumar Hirani,7.1,191000000,530001470
Movie_415,2017,Romance,Quentin Tarantino,8.3,83000000,196081274
Movie_416,2016,Sci-Fi,Quentin Tarantino,6.3,165000000,342304459
Movie_417,2018,Action,Denis Villeneuve,8.4,194000000,732936420
Movie_418,2012,Comedy,Steven Spielberg,6.3,298000000,1159079740
Movie_419,2009,Adventure,S.S. Rajamouli,9.1,142000000,197255239
Movie_420,2016,Sci-Fi,Quentin Tarantino,7.1,126000000,239379642
Movie_421,2020,Sci-Fi,Greta Gerwig,9.2,87000000,372857862
Movie_422,2013,Adventure,Zoya Akhtar,9.8,293000000,501360318
Movie_423,2024,Sci-Fi,James Cameron,9.3,82000000,271261158
Movie_424,2007,Horror,Quentin Tarantino,5.6,94000000,183292400
Movie_425,2017,Drama,James Cameron,8.8,138000000,274321573
Movie_426,2008,Drama,Rajkumar Hirani,9.4,276000000,995332734
Movie_427,2011,Drama,Denis Villeneuve,5.9,167000000,211537318
Movie_428,2017,Horror,Martin Scorsese,7.2,257000000,942544463
Movie_429,2025,Comedy,Denis Villeneuve,6.3,207000000,686124510
Movie_430,2016,Thriller,Christopher Nolan,8.3,256000000,440104369
Movie_431,2017,Romance,Steven Spielberg,6.3,78000000,140578339
Movie_432,2024,Sci-Fi,Christopher Nolan,7.2,102000000,244147315
Movie_433,2014,Comedy,Quentin Tarantino,8.7,179000000,560088434
Movie_434,2010,Sci-Fi,Zoya Akhtar,7.6,286000000,498333163
Movie_435,2018,Romance,Christopher Nolan,6.0,166000000,686237673
Movie_436,2023,Action,Greta Gerwig,8.4,39000000,145404444
Movie_437,2011,Romance,Steven Spielberg,7.3,221000000,992954201
Movie_438,2024,Sci-Fi,Denis Villeneuve,7.8,198000000,851704427
Movie_439,2018,Adventure,Martin Scorsese,8.5,251000000,673190974
Movie_440,2011,Thriller,Rajkumar Hirani,9.1,85000000,221950915
Movie_441,2011,Action,Rajkumar Hirani,6.6,299000000,420297105
Movie_442,2025,Sci-Fi,Rajkumar Hirani,6.6,50000000,71089445
Movie_443,2016,Thriller,Steven Spielberg,6.4,179000000,234061213
Movie_444,2020,Adventure,Greta Gerwig,8.5,23000000,62258969
Movie_445,2019,Comedy,Martin Scorsese,8.5,88000000,358453540
Movie_446,2009,Sci-Fi,Martin Scorsese,8.2,80000000,226285012
Movie_447,2010,Comedy,Zoya Akhtar,9.7,227000000,879700491
Movie_448,2008,Horror,Christopher Nolan,7.1,125000000,120070999
Movie_449,2013,Horror,Greta Gerwig,6.0,178000000,437464737
Movie_450,2008,Comedy,Martin Scorsese,7.4,205000000,383590106
Movie_451,2022,Drama,Christopher Nolan,5.5,268000000,297666426
Movie_452,2015,Horror,Steven Spielberg,8.3,242000000,630862630
Movie_453,2022,Romance,Christopher Nolan,7.0,66000000,210188545
Movie_454,2025,Horror,Greta Gerwig,5.8,34000000,30381864
Movie_455,2017,Comedy,Denis Villeneuve,7.1,289000000,1135533040
Movie_456,2010,Drama,Denis Villeneuve,8.7,187000000,412089942
Movie_457,2025,Romance,Martin Scorsese,6.5,89000000,252688493
Movie_458,2016,Horror,Greta Gerwig,5.7,74000000,214408859
Movie_459,2025,Thriller,Christopher Nolan,9.6,273000000,645652104
Movie_460,2010,Horror,Zoya Akhtar,8.0,61000000,80824048
Movie_461,2012,Comedy,James Cameron,7.4,225000000,254642914
Movie_462,2006,Adventure,S.S. Rajamouli,6.3,210000000,170177402
Movie_463,2024,Thriller,James Cameron,6.7,48000000,129796858
Movie_464,2018,Romance,Steven Spielberg,7.4,110000000,455927741
Movie_465,2010,Thriller,Denis Villeneuve,5.5,198000000,574161605
Movie_466,2020,Drama,Rajkumar Hirani,6.9,255000000,608171852
Movie_467,2022,Comedy,Quentin Tarantino,9.6,61000000,231876130
Movie_468,2006,Romance,Zoya Akhtar,8.3,235000000,1016468489
Movie_469,2020,Comedy,Denis Villeneuve,9.2,291000000,1185791602
Movie_470,2005,Sci-Fi,Greta Gerwig,8.4,249000000,836149286
Movie_471,2009,Romance,Rajkumar Hirani,8.0,233000000,496757049
Movie_472,2012,Adventure,Quentin Tarantino,6.6,136000000,199628432
Movie_473,2011,Drama,Greta Gerwig,9.2,149000000,477365361
Movie_474,2011,Horror,S.S. Rajamouli,6.5,254000000,416115816
Movie_475,2023,Drama,Rajkumar Hirani,9.4,61000000,240991877
Movie_476,2007,Adventure,James Cameron,9.2,279000000,960886951
Movie_477,2008,Drama,S.S. Rajamouli,9.1,220000000,619059980
Movie_478,2011,Adventure,Steven Spielberg,6.1,49000000,112509832
Movie_479,2006,Romance,Christopher Nolan,5.6,129000000,322617525
Movie_480,2008,Comedy,Quentin Tarantino,9.4,64000000,198293131
Movie_481,2011,Drama,Martin Scorsese,6.2,194000000,732390026
Movie_482,2005,Horror,Steven Spielberg,6.5,282000000,994845985
Movie_483,2016,Adventure,Christopher Nolan,9.0,200000000,233737514
Movie_484,2022,Romance,Zoya Akhtar,6.0,144000000,250852153
Movie_485,2011,Adventure,Christopher Nolan,9.1,245000000,298956800
Movie_486,2005,Adventure,Steven Spielberg,5.8,152000000,225795172
Movie_487,2022,Horror,Quentin Tarantino,9.1,148000000,413246261
Movie_488,2013,Adventure,Christopher Nolan,5.6,97000000,252445422
Movie_489,2020,Action,Christopher Nolan,5.8,220000000,862168442
Movie_490,2010,Adventure,Quentin Tarantino,6.5,284000000,306938447
Movie_491,2015,Sci-Fi,Denis Villeneuve,9.3,42000000,66448476
Movie_492,2016,Adventure,Martin Scorsese,8.0,218000000,930516822
Movie_493,2015,Action,Martin Scorsese,8.0,190000000,311311772
Movie_494,2012,Adventure,Zoya Akhtar,5.7,94000000,328037766
Movie_495,2009,Horror,Quentin Tarantino,6.7,276000000,1233176355
Movie_496,2016,Comedy,Christopher Nolan,9.4,68000000,273891487
Movie_497,2018,Drama,Martin Scorsese,8.9,141000000,568146810
Movie_498,2009,Drama,Denis Villeneuve,9.6,194000000,686036142
Movie_499,2021,Sci-Fi,Martin Scorsese,9.3,227000000,462485800
Movie_500,2015,Romance,S.S. Rajamouli,7.7,144000000,546351226
